Epoch #,Start Time,End Time,Score #, Score
3563,01/02/2019 18:53:40,01/02/2019 18:53:50,1,Wake
3564,01/02/2019 18:53:50,01/02/2019 18:54:00,1,Wake
3565,01/02/2019 18:54:00,01/02/2019 18:54:10,1,Wake
3566,01/02/2019 18:54:10,01/02/2019 18:54:20,1,Wake
3567,01/02/2019 18:54:20,01/02/2019 18:54:30,1,Wake
3568,01/02/2019 18:54:30,01/02/2019 18:54:40,1,Wake
3569,01/02/2019 18:54:40,01/02/2019 18:54:50,1,Wake
3570,01/02/2019 18:54:50,01/02/2019 18:55:00,1,Wake
3571,01/02/2019 18:55:00,01/02/2019 18:55:10,1,Wake
3572,01/02/2019 18:55:10,01/02/2019 18:55:20,1,Wake
3573,01/02/2019 18:55:20,01/02/2019 18:55:30,1,Wake
3574,01/02/2019 18:55:30,01/02/2019 18:55:40,1,Wake
3575,01/02/2019 18:55:40,01/02/2019 18:55:50,1,Wake
3576,01/02/2019 18:55:50,01/02/2019 18:56:00,1,Wake
3577,01/02/2019 18:56:00,01/02/2019 18:56:10,1,Wake
3578,01/02/2019 18:56:10,01/02/2019 18:56:20,1,Wake
3579,01/02/2019 18:56:20,01/02/2019 18:56:30,1,Wake
3580,01/02/2019 18:56:30,01/02/2019 18:56:40,1,Wake
3581,01/02/2019 18:56:40,01/02/2019 18:56:50,1,Wake
3582,01/02/2019 18:56:50,01/02/2019 18:57:00,1,Wake
3583,01/02/2019 18:57:00,01/02/2019 18:57:10,1,Wake
3584,01/02/2019 18:57:10,01/02/2019 18:57:20,1,Wake
3585,01/02/2019 18:57:20,01/02/2019 18:57:30,1,Wake
3586,01/02/2019 18:57:30,01/02/2019 18:57:40,1,Wake
3587,01/02/2019 18:57:40,01/02/2019 18:57:50,1,Wake
3588,01/02/2019 18:57:50,01/02/2019 18:58:00,1,Wake
3589,01/02/2019 18:58:00,01/02/2019 18:58:10,1,Wake
3590,01/02/2019 18:58:10,01/02/2019 18:58:20,1,Wake
3591,01/02/2019 18:58:20,01/02/2019 18:58:30,1,Wake
3592,01/02/2019 18:58:30,01/02/2019 18:58:40,1,Wake
3593,01/02/2019 18:58:40,01/02/2019 18:58:50,1,Wake
3594,01/02/2019 18:58:50,01/02/2019 18:59:00,1,Wake
3595,01/02/2019 18:59:00,01/02/2019 18:59:10,1,Wake
3596,01/02/2019 18:59:10,01/02/2019 18:59:20,1,Wake
3597,01/02/2019 18:59:20,01/02/2019 18:59:30,1,Wake
3598,01/02/2019 18:59:30,01/02/2019 18:59:40,1,Wake
3599,01/02/2019 18:59:40,01/02/2019 18:59:50,1,Wake
3600,01/02/2019 18:59:50,01/02/2019 19:00:00,1,Wake
3601,01/02/2019 19:00:00,01/02/2019 19:00:10,1,Wake
3602,01/02/2019 19:00:10,01/02/2019 19:00:20,1,Wake
3603,01/02/2019 19:00:20,01/02/2019 19:00:30,1,Wake
3604,01/02/2019 19:00:30,01/02/2019 19:00:40,1,Wake
3605,01/02/2019 19:00:40,01/02/2019 19:00:50,1,Wake
3606,01/02/2019 19:00:50,01/02/2019 19:01:00,1,Wake
3607,01/02/2019 19:01:00,01/02/2019 19:01:10,1,Wake
3608,01/02/2019 19:01:10,01/02/2019 19:01:20,1,Wake
3609,01/02/2019 19:01:20,01/02/2019 19:01:30,1,Wake
3610,01/02/2019 19:01:30,01/02/2019 19:01:40,1,Wake
3611,01/02/2019 19:01:40,01/02/2019 19:01:50,1,Wake
3612,01/02/2019 19:01:50,01/02/2019 19:02:00,1,Wake
3613,01/02/2019 19:02:00,01/02/2019 19:02:10,1,Wake
3614,01/02/2019 19:02:10,01/02/2019 19:02:20,1,Wake
3615,01/02/2019 19:02:20,01/02/2019 19:02:30,1,Wake
3616,01/02/2019 19:02:30,01/02/2019 19:02:40,1,Wake
3617,01/02/2019 19:02:40,01/02/2019 19:02:50,1,Wake
3618,01/02/2019 19:02:50,01/02/2019 19:03:00,1,Wake
3619,01/02/2019 19:03:00,01/02/2019 19:03:10,1,Wake
3620,01/02/2019 19:03:10,01/02/2019 19:03:20,1,Wake
3621,01/02/2019 19:03:20,01/02/2019 19:03:30,1,Wake
3622,01/02/2019 19:03:30,01/02/2019 19:03:40,1,Wake
3623,01/02/2019 19:03:40,01/02/2019 19:03:50,1,Wake
3624,01/02/2019 19:03:50,01/02/2019 19:04:00,1,Wake
3625,01/02/2019 19:04:00,01/02/2019 19:04:10,1,Wake
3626,01/02/2019 19:04:10,01/02/2019 19:04:20,1,Wake
3627,01/02/2019 19:04:20,01/02/2019 19:04:30,1,Wake
3628,01/02/2019 19:04:30,01/02/2019 19:04:40,1,Wake
3629,01/02/2019 19:04:40,01/02/2019 19:04:50,2,Non REM
3630,01/02/2019 19:04:50,01/02/2019 19:05:00,2,Non REM
3631,01/02/2019 19:05:00,01/02/2019 19:05:10,2,Non REM
3632,01/02/2019 19:05:10,01/02/2019 19:05:20,2,Non REM
3633,01/02/2019 19:05:20,01/02/2019 19:05:30,2,Non REM
3634,01/02/2019 19:05:30,01/02/2019 19:05:40,2,Non REM
3635,01/02/2019 19:05:40,01/02/2019 19:05:50,2,Non REM
3636,01/02/2019 19:05:50,01/02/2019 19:06:00,2,Non REM
3637,01/02/2019 19:06:00,01/02/2019 19:06:10,2,Non REM
3638,01/02/2019 19:06:10,01/02/2019 19:06:20,2,Non REM
3639,01/02/2019 19:06:20,01/02/2019 19:06:30,2,Non REM
3640,01/02/2019 19:06:30,01/02/2019 19:06:40,2,Non REM
3641,01/02/2019 19:06:40,01/02/2019 19:06:50,2,Non REM
3642,01/02/2019 19:06:50,01/02/2019 19:07:00,2,Non REM
3643,01/02/2019 19:07:00,01/02/2019 19:07:10,2,Non REM
3644,01/02/2019 19:07:10,01/02/2019 19:07:20,2,Non REM
3645,01/02/2019 19:07:20,01/02/2019 19:07:30,2,Non REM
3646,01/02/2019 19:07:30,01/02/2019 19:07:40,2,Non REM
3647,01/02/2019 19:07:40,01/02/2019 19:07:50,2,Non REM
3648,01/02/2019 19:07:50,01/02/2019 19:08:00,2,Non REM
3649,01/02/2019 19:08:00,01/02/2019 19:08:10,2,Non REM
3650,01/02/2019 19:08:10,01/02/2019 19:08:20,2,Non REM
3651,01/02/2019 19:08:20,01/02/2019 19:08:30,2,Non REM
3652,01/02/2019 19:08:30,01/02/2019 19:08:40,2,Non REM
3653,01/02/2019 19:08:40,01/02/2019 19:08:50,2,Non REM
3654,01/02/2019 19:08:50,01/02/2019 19:09:00,2,Non REM
3655,01/02/2019 19:09:00,01/02/2019 19:09:10,2,Non REM
3656,01/02/2019 19:09:10,01/02/2019 19:09:20,2,Non REM
3657,01/02/2019 19:09:20,01/02/2019 19:09:30,2,Non REM
3658,01/02/2019 19:09:30,01/02/2019 19:09:40,2,Non REM
3659,01/02/2019 19:09:40,01/02/2019 19:09:50,2,Non REM
3660,01/02/2019 19:09:50,01/02/2019 19:10:00,2,Non REM
3661,01/02/2019 19:10:00,01/02/2019 19:10:10,2,Non REM
3662,01/02/2019 19:10:10,01/02/2019 19:10:20,2,Non REM
3663,01/02/2019 19:10:20,01/02/2019 19:10:30,2,Non REM
3664,01/02/2019 19:10:30,01/02/2019 19:10:40,2,Non REM
3665,01/02/2019 19:10:40,01/02/2019 19:10:50,2,Non REM
3666,01/02/2019 19:10:50,01/02/2019 19:11:00,2,Non REM
3667,01/02/2019 19:11:00,01/02/2019 19:11:10,2,Non REM
3668,01/02/2019 19:11:10,01/02/2019 19:11:20,2,Non REM
3669,01/02/2019 19:11:20,01/02/2019 19:11:30,2,Non REM
3670,01/02/2019 19:11:30,01/02/2019 19:11:40,2,Non REM
3671,01/02/2019 19:11:40,01/02/2019 19:11:50,2,Non REM
3672,01/02/2019 19:11:50,01/02/2019 19:12:00,2,Non REM
3673,01/02/2019 19:12:00,01/02/2019 19:12:10,2,Non REM
3674,01/02/2019 19:12:10,01/02/2019 19:12:20,2,Non REM
3675,01/02/2019 19:12:20,01/02/2019 19:12:30,2,Non REM
3676,01/02/2019 19:12:30,01/02/2019 19:12:40,2,Non REM
3677,01/02/2019 19:12:40,01/02/2019 19:12:50,2,Non REM
3678,01/02/2019 19:12:50,01/02/2019 19:13:00,2,Non REM
3679,01/02/2019 19:13:00,01/02/2019 19:13:10,2,Non REM
3680,01/02/2019 19:13:10,01/02/2019 19:13:20,2,Non REM
3681,01/02/2019 19:13:20,01/02/2019 19:13:30,2,Non REM
3682,01/02/2019 19:13:30,01/02/2019 19:13:40,2,Non REM
3683,01/02/2019 19:13:40,01/02/2019 19:13:50,2,Non REM
3684,01/02/2019 19:13:50,01/02/2019 19:14:00,2,Non REM
3685,01/02/2019 19:14:00,01/02/2019 19:14:10,2,Non REM
3686,01/02/2019 19:14:10,01/02/2019 19:14:20,2,Non REM
3687,01/02/2019 19:14:20,01/02/2019 19:14:30,2,Non REM
3688,01/02/2019 19:14:30,01/02/2019 19:14:40,2,Non REM
3689,01/02/2019 19:14:40,01/02/2019 19:14:50,2,Non REM
3690,01/02/2019 19:14:50,01/02/2019 19:15:00,2,Non REM
3691,01/02/2019 19:15:00,01/02/2019 19:15:10,2,Non REM
3692,01/02/2019 19:15:10,01/02/2019 19:15:20,2,Non REM
3693,01/02/2019 19:15:20,01/02/2019 19:15:30,2,Non REM
3694,01/02/2019 19:15:30,01/02/2019 19:15:40,2,Non REM
3695,01/02/2019 19:15:40,01/02/2019 19:15:50,2,Non REM
3696,01/02/2019 19:15:50,01/02/2019 19:16:00,2,Non REM
3697,01/02/2019 19:16:00,01/02/2019 19:16:10,2,Non REM
3698,01/02/2019 19:16:10,01/02/2019 19:16:20,2,Non REM
3699,01/02/2019 19:16:20,01/02/2019 19:16:30,2,Non REM
3700,01/02/2019 19:16:30,01/02/2019 19:16:40,2,Non REM
3701,01/02/2019 19:16:40,01/02/2019 19:16:50,2,Non REM
3702,01/02/2019 19:16:50,01/02/2019 19:17:00,2,Non REM
3703,01/02/2019 19:17:00,01/02/2019 19:17:10,2,Non REM
3704,01/02/2019 19:17:10,01/02/2019 19:17:20,2,Non REM
3705,01/02/2019 19:17:20,01/02/2019 19:17:30,2,Non REM
3706,01/02/2019 19:17:30,01/02/2019 19:17:40,2,Non REM
3707,01/02/2019 19:17:40,01/02/2019 19:17:50,2,Non REM
3708,01/02/2019 19:17:50,01/02/2019 19:18:00,2,Non REM
3709,01/02/2019 19:18:00,01/02/2019 19:18:10,2,Non REM
3710,01/02/2019 19:18:10,01/02/2019 19:18:20,2,Non REM
3711,01/02/2019 19:18:20,01/02/2019 19:18:30,2,Non REM
3712,01/02/2019 19:18:30,01/02/2019 19:18:40,2,Non REM
3713,01/02/2019 19:18:40,01/02/2019 19:18:50,2,Non REM
3714,01/02/2019 19:18:50,01/02/2019 19:19:00,2,Non REM
3715,01/02/2019 19:19:00,01/02/2019 19:19:10,2,Non REM
3716,01/02/2019 19:19:10,01/02/2019 19:19:20,2,Non REM
3717,01/02/2019 19:19:20,01/02/2019 19:19:30,2,Non REM
3718,01/02/2019 19:19:30,01/02/2019 19:19:40,2,Non REM
3719,01/02/2019 19:19:40,01/02/2019 19:19:50,2,Non REM
3720,01/02/2019 19:19:50,01/02/2019 19:20:00,2,Non REM
3721,01/02/2019 19:20:00,01/02/2019 19:20:10,2,Non REM
3722,01/02/2019 19:20:10,01/02/2019 19:20:20,2,Non REM
3723,01/02/2019 19:20:20,01/02/2019 19:20:30,2,Non REM
3724,01/02/2019 19:20:30,01/02/2019 19:20:40,2,Non REM
3725,01/02/2019 19:20:40,01/02/2019 19:20:50,2,Non REM
3726,01/02/2019 19:20:50,01/02/2019 19:21:00,2,Non REM
3727,01/02/2019 19:21:00,01/02/2019 19:21:10,2,Non REM
3728,01/02/2019 19:21:10,01/02/2019 19:21:20,2,Non REM
3729,01/02/2019 19:21:20,01/02/2019 19:21:30,2,Non REM
3730,01/02/2019 19:21:30,01/02/2019 19:21:40,2,Non REM
3731,01/02/2019 19:21:40,01/02/2019 19:21:50,2,Non REM
3732,01/02/2019 19:21:50,01/02/2019 19:22:00,2,Non REM
3733,01/02/2019 19:22:00,01/02/2019 19:22:10,2,Non REM
3734,01/02/2019 19:22:10,01/02/2019 19:22:20,2,Non REM
3735,01/02/2019 19:22:20,01/02/2019 19:22:30,2,Non REM
3736,01/02/2019 19:22:30,01/02/2019 19:22:40,2,Non REM
3737,01/02/2019 19:22:40,01/02/2019 19:22:50,2,Non REM
3738,01/02/2019 19:22:50,01/02/2019 19:23:00,2,Non REM
3739,01/02/2019 19:23:00,01/02/2019 19:23:10,2,Non REM
3740,01/02/2019 19:23:10,01/02/2019 19:23:20,2,Non REM
3741,01/02/2019 19:23:20,01/02/2019 19:23:30,2,Non REM
3742,01/02/2019 19:23:30,01/02/2019 19:23:40,2,Non REM
3743,01/02/2019 19:23:40,01/02/2019 19:23:50,2,Non REM
3744,01/02/2019 19:23:50,01/02/2019 19:24:00,2,Non REM
3745,01/02/2019 19:24:00,01/02/2019 19:24:10,2,Non REM
3746,01/02/2019 19:24:10,01/02/2019 19:24:20,2,Non REM
3747,01/02/2019 19:24:20,01/02/2019 19:24:30,2,Non REM
3748,01/02/2019 19:24:30,01/02/2019 19:24:40,2,Non REM
3749,01/02/2019 19:24:40,01/02/2019 19:24:50,2,Non REM
3750,01/02/2019 19:24:50,01/02/2019 19:25:00,2,Non REM
3751,01/02/2019 19:25:00,01/02/2019 19:25:10,2,Non REM
3752,01/02/2019 19:25:10,01/02/2019 19:25:20,2,Non REM
3753,01/02/2019 19:25:20,01/02/2019 19:25:30,2,Non REM
3754,01/02/2019 19:25:30,01/02/2019 19:25:40,2,Non REM
3755,01/02/2019 19:25:40,01/02/2019 19:25:50,2,Non REM
3756,01/02/2019 19:25:50,01/02/2019 19:26:00,2,Non REM
3757,01/02/2019 19:26:00,01/02/2019 19:26:10,2,Non REM
3758,01/02/2019 19:26:10,01/02/2019 19:26:20,2,Non REM
3759,01/02/2019 19:26:20,01/02/2019 19:26:30,2,Non REM
3760,01/02/2019 19:26:30,01/02/2019 19:26:40,2,Non REM
3761,01/02/2019 19:26:40,01/02/2019 19:26:50,2,Non REM
3762,01/02/2019 19:26:50,01/02/2019 19:27:00,2,Non REM
3763,01/02/2019 19:27:00,01/02/2019 19:27:10,2,Non REM
3764,01/02/2019 19:27:10,01/02/2019 19:27:20,2,Non REM
3765,01/02/2019 19:27:20,01/02/2019 19:27:30,2,Non REM
3766,01/02/2019 19:27:30,01/02/2019 19:27:40,2,Non REM
3767,01/02/2019 19:27:40,01/02/2019 19:27:50,2,Non REM
3768,01/02/2019 19:27:50,01/02/2019 19:28:00,2,Non REM
3769,01/02/2019 19:28:00,01/02/2019 19:28:10,2,Non REM
3770,01/02/2019 19:28:10,01/02/2019 19:28:20,2,Non REM
3771,01/02/2019 19:28:20,01/02/2019 19:28:30,2,Non REM
3772,01/02/2019 19:28:30,01/02/2019 19:28:40,2,Non REM
3773,01/02/2019 19:28:40,01/02/2019 19:28:50,2,Non REM
3774,01/02/2019 19:28:50,01/02/2019 19:29:00,2,Non REM
3775,01/02/2019 19:29:00,01/02/2019 19:29:10,2,Non REM
3776,01/02/2019 19:29:10,01/02/2019 19:29:20,2,Non REM
3777,01/02/2019 19:29:20,01/02/2019 19:29:30,2,Non REM
3778,01/02/2019 19:29:30,01/02/2019 19:29:40,2,Non REM
3779,01/02/2019 19:29:40,01/02/2019 19:29:50,2,Non REM
3780,01/02/2019 19:29:50,01/02/2019 19:30:00,2,Non REM
3781,01/02/2019 19:30:00,01/02/2019 19:30:10,2,Non REM
3782,01/02/2019 19:30:10,01/02/2019 19:30:20,2,Non REM
3783,01/02/2019 19:30:20,01/02/2019 19:30:30,2,Non REM
3784,01/02/2019 19:30:30,01/02/2019 19:30:40,2,Non REM
3785,01/02/2019 19:30:40,01/02/2019 19:30:50,2,Non REM
3786,01/02/2019 19:30:50,01/02/2019 19:31:00,2,Non REM
3787,01/02/2019 19:31:00,01/02/2019 19:31:10,2,Non REM
3788,01/02/2019 19:31:10,01/02/2019 19:31:20,2,Non REM
3789,01/02/2019 19:31:20,01/02/2019 19:31:30,2,Non REM
3790,01/02/2019 19:31:30,01/02/2019 19:31:40,2,Non REM
3791,01/02/2019 19:31:40,01/02/2019 19:31:50,2,Non REM
3792,01/02/2019 19:31:50,01/02/2019 19:32:00,2,Non REM
3793,01/02/2019 19:32:00,01/02/2019 19:32:10,2,Non REM
3794,01/02/2019 19:32:10,01/02/2019 19:32:20,2,Non REM
3795,01/02/2019 19:32:20,01/02/2019 19:32:30,2,Non REM
3796,01/02/2019 19:32:30,01/02/2019 19:32:40,2,Non REM
3797,01/02/2019 19:32:40,01/02/2019 19:32:50,2,Non REM
3798,01/02/2019 19:32:50,01/02/2019 19:33:00,2,Non REM
3799,01/02/2019 19:33:00,01/02/2019 19:33:10,2,Non REM
3800,01/02/2019 19:33:10,01/02/2019 19:33:20,2,Non REM
3801,01/02/2019 19:33:20,01/02/2019 19:33:30,2,Non REM
3802,01/02/2019 19:33:30,01/02/2019 19:33:40,2,Non REM
3803,01/02/2019 19:33:40,01/02/2019 19:33:50,2,Non REM
3804,01/02/2019 19:33:50,01/02/2019 19:34:00,2,Non REM
3805,01/02/2019 19:34:00,01/02/2019 19:34:10,2,Non REM
3806,01/02/2019 19:34:10,01/02/2019 19:34:20,2,Non REM
3807,01/02/2019 19:34:20,01/02/2019 19:34:30,2,Non REM
3808,01/02/2019 19:34:30,01/02/2019 19:34:40,3,REM
3809,01/02/2019 19:34:40,01/02/2019 19:34:50,3,REM
3810,01/02/2019 19:34:50,01/02/2019 19:35:00,3,REM
3811,01/02/2019 19:35:00,01/02/2019 19:35:10,3,REM
3812,01/02/2019 19:35:10,01/02/2019 19:35:20,3,REM
3813,01/02/2019 19:35:20,01/02/2019 19:35:30,3,REM
3814,01/02/2019 19:35:30,01/02/2019 19:35:40,2,Non REM
3815,01/02/2019 19:35:40,01/02/2019 19:35:50,3,REM
3816,01/02/2019 19:35:50,01/02/2019 19:36:00,2,Non REM
3817,01/02/2019 19:36:00,01/02/2019 19:36:10,2,Non REM
3818,01/02/2019 19:36:10,01/02/2019 19:36:20,2,Non REM
3819,01/02/2019 19:36:20,01/02/2019 19:36:30,2,Non REM
3820,01/02/2019 19:36:30,01/02/2019 19:36:40,2,Non REM
3821,01/02/2019 19:36:40,01/02/2019 19:36:50,2,Non REM
3822,01/02/2019 19:36:50,01/02/2019 19:37:00,2,Non REM
3823,01/02/2019 19:37:00,01/02/2019 19:37:10,2,Non REM
3824,01/02/2019 19:37:10,01/02/2019 19:37:20,2,Non REM
3825,01/02/2019 19:37:20,01/02/2019 19:37:30,2,Non REM
3826,01/02/2019 19:37:30,01/02/2019 19:37:40,2,Non REM
3827,01/02/2019 19:37:40,01/02/2019 19:37:50,2,Non REM
3828,01/02/2019 19:37:50,01/02/2019 19:38:00,2,Non REM
3829,01/02/2019 19:38:00,01/02/2019 19:38:10,2,Non REM
3830,01/02/2019 19:38:10,01/02/2019 19:38:20,2,Non REM
3831,01/02/2019 19:38:20,01/02/2019 19:38:30,2,Non REM
3832,01/02/2019 19:38:30,01/02/2019 19:38:40,2,Non REM
3833,01/02/2019 19:38:40,01/02/2019 19:38:50,2,Non REM
3834,01/02/2019 19:38:50,01/02/2019 19:39:00,2,Non REM
3835,01/02/2019 19:39:00,01/02/2019 19:39:10,2,Non REM
3836,01/02/2019 19:39:10,01/02/2019 19:39:20,2,Non REM
3837,01/02/2019 19:39:20,01/02/2019 19:39:30,2,Non REM
3838,01/02/2019 19:39:30,01/02/2019 19:39:40,2,Non REM
3839,01/02/2019 19:39:40,01/02/2019 19:39:50,2,Non REM
3840,01/02/2019 19:39:50,01/02/2019 19:40:00,2,Non REM
3841,01/02/2019 19:40:00,01/02/2019 19:40:10,2,Non REM
3842,01/02/2019 19:40:10,01/02/2019 19:40:20,2,Non REM
3843,01/02/2019 19:40:20,01/02/2019 19:40:30,2,Non REM
3844,01/02/2019 19:40:30,01/02/2019 19:40:40,2,Non REM
3845,01/02/2019 19:40:40,01/02/2019 19:40:50,2,Non REM
3846,01/02/2019 19:40:50,01/02/2019 19:41:00,2,Non REM
3847,01/02/2019 19:41:00,01/02/2019 19:41:10,2,Non REM
3848,01/02/2019 19:41:10,01/02/2019 19:41:20,2,Non REM
3849,01/02/2019 19:41:20,01/02/2019 19:41:30,2,Non REM
3850,01/02/2019 19:41:30,01/02/2019 19:41:40,2,Non REM
3851,01/02/2019 19:41:40,01/02/2019 19:41:50,2,Non REM
3852,01/02/2019 19:41:50,01/02/2019 19:42:00,2,Non REM
3853,01/02/2019 19:42:00,01/02/2019 19:42:10,2,Non REM
3854,01/02/2019 19:42:10,01/02/2019 19:42:20,2,Non REM
3855,01/02/2019 19:42:20,01/02/2019 19:42:30,2,Non REM
3856,01/02/2019 19:42:30,01/02/2019 19:42:40,2,Non REM
3857,01/02/2019 19:42:40,01/02/2019 19:42:50,2,Non REM
3858,01/02/2019 19:42:50,01/02/2019 19:43:00,2,Non REM
3859,01/02/2019 19:43:00,01/02/2019 19:43:10,2,Non REM
3860,01/02/2019 19:43:10,01/02/2019 19:43:20,2,Non REM
3861,01/02/2019 19:43:20,01/02/2019 19:43:30,2,Non REM
3862,01/02/2019 19:43:30,01/02/2019 19:43:40,2,Non REM
3863,01/02/2019 19:43:40,01/02/2019 19:43:50,2,Non REM
3864,01/02/2019 19:43:50,01/02/2019 19:44:00,2,Non REM
3865,01/02/2019 19:44:00,01/02/2019 19:44:10,2,Non REM
3866,01/02/2019 19:44:10,01/02/2019 19:44:20,2,Non REM
3867,01/02/2019 19:44:20,01/02/2019 19:44:30,2,Non REM
3868,01/02/2019 19:44:30,01/02/2019 19:44:40,2,Non REM
3869,01/02/2019 19:44:40,01/02/2019 19:44:50,2,Non REM
3870,01/02/2019 19:44:50,01/02/2019 19:45:00,2,Non REM
3871,01/02/2019 19:45:00,01/02/2019 19:45:10,2,Non REM
3872,01/02/2019 19:45:10,01/02/2019 19:45:20,2,Non REM
3873,01/02/2019 19:45:20,01/02/2019 19:45:30,2,Non REM
3874,01/02/2019 19:45:30,01/02/2019 19:45:40,2,Non REM
3875,01/02/2019 19:45:40,01/02/2019 19:45:50,2,Non REM
3876,01/02/2019 19:45:50,01/02/2019 19:46:00,2,Non REM
3877,01/02/2019 19:46:00,01/02/2019 19:46:10,2,Non REM
3878,01/02/2019 19:46:10,01/02/2019 19:46:20,2,Non REM
3879,01/02/2019 19:46:20,01/02/2019 19:46:30,2,Non REM
3880,01/02/2019 19:46:30,01/02/2019 19:46:40,2,Non REM
3881,01/02/2019 19:46:40,01/02/2019 19:46:50,2,Non REM
3882,01/02/2019 19:46:50,01/02/2019 19:47:00,2,Non REM
3883,01/02/2019 19:47:00,01/02/2019 19:47:10,2,Non REM
3884,01/02/2019 19:47:10,01/02/2019 19:47:20,2,Non REM
3885,01/02/2019 19:47:20,01/02/2019 19:47:30,2,Non REM
3886,01/02/2019 19:47:30,01/02/2019 19:47:40,2,Non REM
3887,01/02/2019 19:47:40,01/02/2019 19:47:50,2,Non REM
3888,01/02/2019 19:47:50,01/02/2019 19:48:00,2,Non REM
3889,01/02/2019 19:48:00,01/02/2019 19:48:10,2,Non REM
3890,01/02/2019 19:48:10,01/02/2019 19:48:20,2,Non REM
3891,01/02/2019 19:48:20,01/02/2019 19:48:30,2,Non REM
3892,01/02/2019 19:48:30,01/02/2019 19:48:40,2,Non REM
3893,01/02/2019 19:48:40,01/02/2019 19:48:50,2,Non REM
3894,01/02/2019 19:48:50,01/02/2019 19:49:00,2,Non REM
3895,01/02/2019 19:49:00,01/02/2019 19:49:10,3,REM
3896,01/02/2019 19:49:10,01/02/2019 19:49:20,3,REM
3897,01/02/2019 19:49:20,01/02/2019 19:49:30,3,REM
3898,01/02/2019 19:49:30,01/02/2019 19:49:40,3,REM
3899,01/02/2019 19:49:40,01/02/2019 19:49:50,3,REM
3900,01/02/2019 19:49:50,01/02/2019 19:50:00,3,REM
3901,01/02/2019 19:50:00,01/02/2019 19:50:10,3,REM
3902,01/02/2019 19:50:10,01/02/2019 19:50:20,3,REM
3903,01/02/2019 19:50:20,01/02/2019 19:50:30,2,Non REM
3904,01/02/2019 19:50:30,01/02/2019 19:50:40,2,Non REM
3905,01/02/2019 19:50:40,01/02/2019 19:50:50,2,Non REM
3906,01/02/2019 19:50:50,01/02/2019 19:51:00,2,Non REM
3907,01/02/2019 19:51:00,01/02/2019 19:51:10,2,Non REM
3908,01/02/2019 19:51:10,01/02/2019 19:51:20,2,Non REM
3909,01/02/2019 19:51:20,01/02/2019 19:51:30,2,Non REM
3910,01/02/2019 19:51:30,01/02/2019 19:51:40,2,Non REM
3911,01/02/2019 19:51:40,01/02/2019 19:51:50,2,Non REM
3912,01/02/2019 19:51:50,01/02/2019 19:52:00,2,Non REM
3913,01/02/2019 19:52:00,01/02/2019 19:52:10,2,Non REM
3914,01/02/2019 19:52:10,01/02/2019 19:52:20,2,Non REM
3915,01/02/2019 19:52:20,01/02/2019 19:52:30,2,Non REM
3916,01/02/2019 19:52:30,01/02/2019 19:52:40,2,Non REM
3917,01/02/2019 19:52:40,01/02/2019 19:52:50,2,Non REM
3918,01/02/2019 19:52:50,01/02/2019 19:53:00,2,Non REM
3919,01/02/2019 19:53:00,01/02/2019 19:53:10,2,Non REM
3920,01/02/2019 19:53:10,01/02/2019 19:53:20,2,Non REM
3921,01/02/2019 19:53:20,01/02/2019 19:53:30,2,Non REM
3922,01/02/2019 19:53:30,01/02/2019 19:53:40,2,Non REM
3923,01/02/2019 19:53:40,01/02/2019 19:53:50,2,Non REM
3924,01/02/2019 19:53:50,01/02/2019 19:54:00,2,Non REM
3925,01/02/2019 19:54:00,01/02/2019 19:54:10,2,Non REM
3926,01/02/2019 19:54:10,01/02/2019 19:54:20,2,Non REM
3927,01/02/2019 19:54:20,01/02/2019 19:54:30,2,Non REM
3928,01/02/2019 19:54:30,01/02/2019 19:54:40,2,Non REM
3929,01/02/2019 19:54:40,01/02/2019 19:54:50,2,Non REM
3930,01/02/2019 19:54:50,01/02/2019 19:55:00,2,Non REM
3931,01/02/2019 19:55:00,01/02/2019 19:55:10,2,Non REM
3932,01/02/2019 19:55:10,01/02/2019 19:55:20,2,Non REM
3933,01/02/2019 19:55:20,01/02/2019 19:55:30,2,Non REM
3934,01/02/2019 19:55:30,01/02/2019 19:55:40,2,Non REM
3935,01/02/2019 19:55:40,01/02/2019 19:55:50,2,Non REM
3936,01/02/2019 19:55:50,01/02/2019 19:56:00,2,Non REM
3937,01/02/2019 19:56:00,01/02/2019 19:56:10,2,Non REM
3938,01/02/2019 19:56:10,01/02/2019 19:56:20,2,Non REM
3939,01/02/2019 19:56:20,01/02/2019 19:56:30,2,Non REM
3940,01/02/2019 19:56:30,01/02/2019 19:56:40,2,Non REM
3941,01/02/2019 19:56:40,01/02/2019 19:56:50,2,Non REM
3942,01/02/2019 19:56:50,01/02/2019 19:57:00,2,Non REM
3943,01/02/2019 19:57:00,01/02/2019 19:57:10,2,Non REM
3944,01/02/2019 19:57:10,01/02/2019 19:57:20,2,Non REM
3945,01/02/2019 19:57:20,01/02/2019 19:57:30,2,Non REM
3946,01/02/2019 19:57:30,01/02/2019 19:57:40,2,Non REM
3947,01/02/2019 19:57:40,01/02/2019 19:57:50,2,Non REM
3948,01/02/2019 19:57:50,01/02/2019 19:58:00,2,Non REM
3949,01/02/2019 19:58:00,01/02/2019 19:58:10,2,Non REM
3950,01/02/2019 19:58:10,01/02/2019 19:58:20,2,Non REM
3951,01/02/2019 19:58:20,01/02/2019 19:58:30,2,Non REM
3952,01/02/2019 19:58:30,01/02/2019 19:58:40,2,Non REM
